Data from North Dakota Agricultural Weather Network https://ndawn.ndsu.nodak.edu
Daily Observation Table for April 1 1990 to October 31 2023
Flag Definition Line: M - Missing; E - Estimated; N/A - Not Available
Station Name,Latitude,Longitude,Elevation,Year,Month,Day,Max Temp,Max Temp Flag,Max Temp Time,Max Temp Time Flag,Min Temp,Min Temp Flag,Min Temp Time,Min Temp Time Flag,Avg Temp,Avg Temp Flag,Diurnal Temp Range,Diurnal Temp Range Flag,Avg Bare Soil Temp,Avg Bare Soil Temp Flag,Avg Turf Soil Temp,Avg Turf Soil Temp Flag,Avg Wind Speed,Avg Wind Speed Flag,Max Wind Speed,Max Wind Speed Flag,Max Wind Speed Time,Max Wind Speed Time Flag,Total Solar Rad,Total Solar Rad Flag,Rainfall,Rainfall Flag,Dew Point,Dew Point Flag
Streeter,46.71797,-99.46081,1944,1990,06,25,30.570,,13:53:00,,17.450,,04:31:00,,24.010,,13.120,,20.734,,23.602,,2.264,,7.040,,13:57:00,,20.510,,0.000,,20.447,
Streeter,46.71797,-99.46081,1944,1990,06,26,32.470,,14:27:00,,17.130,,02:06:00,,24.800,,15.340,,21.679,,25.083,,2.769,,6.364,,19:11:00,,27.085,,0.000,,18.899,
Streeter,46.71797,-99.46081,1944,1990,06,27,37.011,,10:11:00,,19.090,,01:47:00,,28.051,,17.921,,21.409,,23.162,,6.124,,14.861,,09:30:00,,17.056,,18.999,,23.228,
Streeter,46.71797,-99.46081,1944,1990,06,28,30.360,,08:05:00,,20.580,,23:40:00,,25.470,,9.780,,22.391,,23.914,,3.242,,10.555,,02:54:00,,26.785,,2.007,,22.807,
Streeter,46.71797,-99.46081,1944,1990,06,29,28.860,,16:08:00,,16.510,E,15:59:00,,22.685,E,12.350,E,22.102,,23.033,,3.832,,10.264,,09:48:00,,17.194,,2.007,,20.991,E
Streeter,46.71797,-99.46081,1944,1990,06,30,27.650,,12:26:00,,13.680,,05:02:00,,20.665,,13.970,,22.238,,24.399,,2.583,,7.140,,23:31:00,,29.464,,2.007,,17.187,
Streeter,46.71797,-99.46081,1944,1990,07,01,31.530,,17:38:00,,16.260,,06:12:00,,23.895,,15.270,,22.328,,24.374,,4.816,,18.285,,05:45:00,,24.240,,3.988,,19.602,
Streeter,46.71797,-99.46081,1944,1990,07,02,31.790,,15:31:00,,20.530,,05:05:00,,26.160,,11.260,,23.651,,25.448,,4.026,,7.631,,13:10:00,,22.664,,2.007,,24.054,
Streeter,46.71797,-99.46081,1944,1990,07,03,27.060,,08:14:00,,15.090,,23:58:00,,21.075,,11.970,,24.491,,26.260,,5.225,,12.227,,11:09:00,,26.545,,0.000,,20.051,
Streeter,46.71797,-99.46081,1944,1990,07,04,21.950,,12:57:00,,10.690,,23:41:00,,16.320,,11.260,,22.990,,24.921,,4.128,,8.682,,13:42:00,,29.299,,0.000,,13.078,
Streeter,46.71797,-99.46081,1944,1990,07,05,21.950,,14:39:00,,8.830,,03:59:00,,15.390,,13.120,,21.337,,23.441,,2.917,,5.692,,00:00:00,,20.971,,0.000,,12.994,
Streeter,46.71797,-99.46081,1944,1990,07,06,27.890,,16:18:00,,12.850,,05:20:00,,20.370,,15.040,,21.038,,23.126,,8.110,,13.148,,12:46:00,,24.320,,0.000,,16.932,
Streeter,46.71797,-99.46081,1944,1990,07,07,28.250,,16:51:00,,16.140,,22:45:00,,22.195,,12.110,,22.269,,24.514,,4.362,,8.752,,22:10:00,,17.523,,0.991,,21.271,
Streeter,46.71797,-99.46081,1944,1990,07,08,23.830,,16:13:00,,12.410,,05:06:00,,18.120,,11.420,,22.012,,24.541,,3.780,,7.821,,07:05:00,,29.237,,0.991,,15.075,
Streeter,46.71797,-99.46081,1944,1990,07,09,29.130,,14:44:00,,11.550,,04:14:00,,20.340,,17.580,,21.424,,24.970,,2.422,,7.901,,19:52:00,,24.211,,2.997,,14.846,
Streeter,46.71797,-99.46081,1944,1990,07,10,27.370,,16:22:00,,14.560,,05:27:00,,20.965,,12.810,,21.374,,23.896,,2.913,,9.383,,19:19:00,,19.114,,5.994,,16.685,
Streeter,46.71797,-99.46081,1944,1990,07,11,22.490,,16:13:00,,11.460,,00:00:00,,16.975,,11.030,,20.561,,22.020,,3.515,,7.981,,17:27:00,,18.938,,2.007,,14.086,
Streeter,46.71797,-99.46081,1944,1990,07,12,23.630,,15:45:00,,9.200,,05:20:00,,16.415,,14.430,,20.046,,22.083,,2.804,,5.798,,11:11:00,,28.179,,0.991,,11.236,
Streeter,46.71797,-99.46081,1944,1990,07,13,23.930,,16:31:00,,9.510,,05:00:00,,16.720,,14.420,,19.852,,23.006,,4.052,,8.382,,15:52:00,,28.645,,0.000,,11.360,
Streeter,46.71797,-99.46081,1944,1990,07,14,29.040,,16:04:00,,9.020,,04:41:00,,19.030,,20.020,,20.137,,23.778,,3.419,,5.969,,10:48:00,,28.387,,0.000,,11.957,
Streeter,46.71797,-99.46081,1944,1990,07,15,24.740,,14:59:00,,12.490,,03:18:00,,18.615,,12.250,,20.416,,24.283,,3.680,,7.751,,07:57:00,,24.787,,0.000,,12.457,
Streeter,46.71797,-99.46081,1944,1990,07,16,28.760,,15:08:00,,10.560,,05:08:00,,19.660,,18.200,,20.128,,24.173,,4.509,,11.616,,22:47:00,,28.017,,0.991,,13.169,
Streeter,46.71797,-99.46081,1944,1990,07,17,24.060,,17:02:00,,14.780,,00:00:00,,19.420,,9.280,,20.237,,23.048,,5.287,,10.705,,13:21:00,,27.669,,0.000,,16.317,
Streeter,46.71797,-99.46081,1944,1990,07,18,25.400,,13:01:00,,13.690,,01:43:00,,19.545,,11.710,,20.508,,22.986,,3.435,,9.763,,14:27:00,,22.383,,0.000,,15.679,
Streeter,46.71797,-99.46081,1944,1990,07,19,24.810,,16:38:00,,12.820,,05:25:00,,18.815,,11.990,,20.703,,24.087,,3.077,,6.205,,00:01:00,,27.978,,0.000,,12.984,
Streeter,46.71797,-99.46081,1944,1990,07,20,21.560,,14:58:00,,10.960,,23:18:00,,16.260,,10.600,,19.845,,22.656,,3.096,,5.811,,03:51:00,,14.400,,0.000,,13.174,
Streeter,46.71797,-99.46081,1944,1990,07,21,21.680,,16:07:00,,9.590,,04:49:00,,15.635,,12.090,,18.936,,21.818,,2.925,,7.210,,14:19:00,,20.526,,0.000,,11.339,
Streeter,46.71797,-99.46081,1944,1990,07,22,22.980,,14:33:00,,7.450,,05:03:00,,15.215,,15.530,,18.656,,21.851,,2.299,,6.113,,15:13:00,,22.188,,0.000,,11.036,
Streeter,46.71797,-99.46081,1944,1990,07,23,28.440,,15:24:00,,9.960,,04:55:00,,19.200,,18.480,,18.989,,23.053,,2.112,,6.325,,22:50:00,,26.949,,0.000,,11.092,
Streeter,46.71797,-99.46081,1944,1990,07,24,27.390,,16:08:00,,13.440,,05:17:00,,20.415,,13.950,,19.796,,23.779,,4.451,,8.101,,13:12:00,,24.189,,0.000,,14.688,
Streeter,46.71797,-99.46081,1944,1990,07,25,27.140,,14:55:00,,16.480,,05:02:00,,21.810,,10.660,,20.869,,23.601,,5.445,,12.157,,02:46:00,,21.713,,0.000,,19.196,
Streeter,46.71797,-99.46081,1944,1990,07,26,29.360,,15:29:00,,18.220,,23:30:00,,23.790,,11.140,,21.638,,24.182,,5.671,,10.354,,17:33:00,,20.163,,0.000,,20.202,
Streeter,46.71797,-99.46081,1944,1990,07,27,29.810,,13:58:00,,15.960,,04:35:00,,22.885,,13.850,,21.726,,24.199,,3.083,,10.655,,01:45:00,,22.969,,0.000,,18.137,
Streeter,46.71797,-99.46081,1944,1990,07,28,27.390,,14:09:00,,15.510,,23:55:00,,21.450,,11.880,,21.994,,24.751,,4.216,,9.403,,16:49:00,,25.852,,0.000,,17.096,
Streeter,46.71797,-99.46081,1944,1990,07,29,24.050,,15:30:00,,11.970,,22:48:00,,18.010,,12.080,,20.973,,24.478,,3.672,,8.111,,14:07:00,,22.218,,0.000,,14.470,
Streeter,46.71797,-99.46081,1944,1990,07,30,24.750,,16:05:00,,8.670,,05:48:00,,16.710,,16.080,,19.857,,23.785,,2.021,,4.638,,13:57:00,,25.249,,0.000,,11.261,
Streeter,46.71797,-99.46081,1944,1990,07,31,29.400,,15:22:00,,11.750,,05:47:00,,20.575,,17.650,,19.997,,24.229,,4.981,,8.682,,13:17:00,,25.931,,0.000,,12.901,
Streeter,46.71797,-99.46081,1944,1990,08,01,33.170,,15:20:00,,16.690,,05:42:00,,24.930,,16.480,,21.068,,25.323,,6.091,,10.484,,12:51:00,,24.873,,0.000,,16.759,
Streeter,46.71797,-99.46081,1944,1990,08,02,30.790,,16:05:00,,17.000,,05:31:00,,23.895,,13.790,,21.629,,25.859,,2.702,,6.877,,03:22:00,,22.357,,0.000,,16.493,
Streeter,46.71797,-99.46081,1944,1990,08,03,27.530,,14:34:00,,12.960,,00:00:00,,20.245,,14.570,,21.481,,25.436,,4.195,,9.133,,15:34:00,,22.286,,0.000,,14.222,
Streeter,46.71797,-99.46081,1944,1990,08,04,24.080,,15:48:00,,7.430,,05:38:00,,15.755,,16.650,,20.442,,24.655,,3.507,,8.462,,10:55:00,,26.796,,0.000,,9.061,
Streeter,46.71797,-99.46081,1944,1990,08,05,27.860,,17:31:00,,6.442,,04:34:00,,17.151,,21.418,,19.948,,24.533,,2.138,,4.297,,22:17:00,,26.566,,0.000,,7.693,
Streeter,46.71797,-99.46081,1944,1990,08,06,30.530,,15:10:00,,13.670,,01:05:00,,22.100,,16.860,,20.479,,24.787,,4.840,,8.091,,16:46:00,,23.574,,0.000,,9.178,
Streeter,46.71797,-99.46081,1944,1990,08,07,30.190,,14:42:00,,13.440,,05:59:00,,21.815,,16.750,,21.151,,25.219,,4.926,,8.602,,02:07:00,,25.702,,0.000,,12.930,
Streeter,46.71797,-99.46081,1944,1990,08,08,33.020,,14:36:00,,15.350,,05:32:00,,24.185,,17.670,,21.996,,26.116,,4.386,,8.402,,17:15:00,,24.893,,0.000,,13.962,
Streeter,46.71797,-99.46081,1944,1990,08,09,25.020,,15:59:00,,11.990,,05:00:00,,18.505,,13.030,,20.541,,23.473,,1.829,,5.903,,08:55:00,,7.293,,0.000,,12.772,
Streeter,46.71797,-99.46081,1944,1990,08,10,24.660,,16:53:00,,11.620,,05:38:00,,18.140,,13.040,,20.085,,22.977,,3.752,,6.825,,12:07:00,,22.508,,0.000,,10.976,
Streeter,46.71797,-99.46081,1944,1990,08,11,24.670,,11:15:00,,6.929,,05:25:00,,15.799,,17.741,,18.876,,21.306,,3.658,,9.363,,13:46:00,,12.083,,0.000,,8.584,
Streeter,46.71797,-99.46081,1944,1990,08,12,21.230,,17:31:00,,8.080,,22:35:00,,14.655,,13.150,,18.531,,20.503,,3.087,,6.218,,06:21:00,,15.705,,0.000,,10.542,
Streeter,46.71797,-99.46081,1944,1990,08,13,28.800,,16:26:00,,7.220,,03:53:00,,18.010,,21.580,,18.666,,21.448,,3.457,,6.969,,09:59:00,,24.888,,0.000,,9.314,
Streeter,46.71797,-99.46081,1944,1990,08,14,25.710,,15:46:00,,14.610,,05:45:00,,20.160,,11.100,,20.144,,23.616,,3.827,,7.670,,07:40:00,,24.705,,0.000,,12.154,
Streeter,46.71797,-99.46081,1944,1990,08,15,31.050,,15:59:00,,11.840,,04:57:00,,21.445,,19.210,,20.158,,23.677,,4.738,,8.782,,17:05:00,,23.998,,0.000,,10.434,
Streeter,46.71797,-99.46081,1944,1990,08,16,34.620,,14:55:00,,16.280,,05:54:00,,25.450,,18.340,,21.591,,25.138,,4.824,,9.092,,13:28:00,,23.218,,0.000,,16.912,
Streeter,46.71797,-99.46081,1944,1990,08,17,31.610,,15:11:00,,17.280,,00:00:00,,24.445,,14.330,,22.486,,25.421,,4.543,,11.065,,19:42:00,,17.247,,13.005,,18.779,
Streeter,46.71797,-99.46081,1944,1990,08,18,17.330,,01:57:00,,13.760,,08:45:00,,15.545,,3.570,,20.289,,21.357,,5.273,,8.612,,00:32:00,,3.815,,2.007,,15.430,
Streeter,46.71797,-99.46081,1944,1990,08,19,22.570,,15:07:00,,12.220,,05:11:00,,17.395,,10.350,,19.537,,20.523,,3.740,,6.680,,13:59:00,,16.942,,0.000,,14.020,
Streeter,46.71797,-99.46081,1944,1990,08,20,24.450,,14:07:00,,13.130,,04:12:00,,18.790,,11.320,,19.650,,21.278,,2.800,,5.811,,15:09:00,,16.141,,0.000,,14.909,
Streeter,46.71797,-99.46081,1944,1990,08,21,26.850,,14:29:00,,15.410,,06:50:00,,21.130,,11.440,,20.221,,23.148,,4.684,,8.321,,22:36:00,,22.183,,0.000,,17.314,
Streeter,46.71797,-99.46081,1944,1990,08,22,31.370,,16:08:00,,17.580,,02:53:00,,24.475,,13.790,,20.973,,24.152,,5.546,,9.893,,12:33:00,,19.164,,0.000,,19.365,
Streeter,46.71797,-99.46081,1944,1990,08,23,31.337,E,,M,13.141,E,,M,22.239,E,18.196,E,25.139,E,22.562,E,3.421,E,6.955,E,,M,20.730,E,0.000,E,17.999,E
Streeter,46.71797,-99.46081,1944,1990,08,24,31.862,E,,M,13.819,E,,M,22.841,E,18.042,E,24.349,E,22.808,E,4.262,E,10.517,E,,M,19.545,E,5.918,E,17.964,E
Streeter,46.71797,-99.46081,1944,1990,08,25,29.472,E,,M,13.232,E,,M,21.352,E,16.239,E,23.196,E,22.838,E,3.395,E,12.122,E,,M,20.410,E,8.636,E,18.454,E
Streeter,46.71797,-99.46081,1944,1990,08,26,27.836,E,,M,15.392,E,,M,21.614,E,12.444,E,23.063,E,23.008,E,3.720,E,8.060,E,,M,20.583,E,0.000,E,19.246,E
Streeter,46.71797,-99.46081,1944,1990,08,27,28.640,,14:37:00,,15.053,E,02:56:00,,21.847,E,13.587,E,22.161,E,26.084,E,2.820,E,7.420,,13:46:00,,19.583,E,0.000,E,16.780,E
Streeter,46.71797,-99.46081,1944,1990,08,28,28.650,,14:58:00,,13.470,,00:57:00,,21.060,,15.180,,20.692,,23.799,,2.958,,8.271,,14:49:00,,21.549,,0.000,,10.408,
